D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_20_32_Applejack_Happy Singing___My friends along..flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_20_32_Applejack_Happy Singing___My friends along..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_326_mic1.flac|p225|He will go a long way.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_209_mic1.flac|p226|Now, it's all right.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_014_mic1.flac|p226|To the Hebrews it was a token that there would be no more universal floods.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_20_11_Sunset Shimmer_Happy Singing___Oh I..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_20_11_Sunset Shimmer_Happy Singing___Oh I..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_21_33_Sunset Shimmer_Happy Singing___You know..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_21_33_Sunset Shimmer_Happy Singing___You know..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\True Original\00_12_32_Sunset Shimmer_Happy Singing___You're perfect imperfectly you!.flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\True Original\00_12_32_Sunset Shimmer_Happy Singing___You're perfect imperfectly you!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_200_mic1.flac|p300|It was a miserable afternoon in Fife.
D:\MEGASyncDownloads\Master file 2\Songs\04_06_11_Rainbow_Happy Singing__I #let# #go# in this moment #all# #roads# open..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\04_06_11_Rainbow_Happy Singing__I #let# #go# in this moment #all# #roads# open.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_35_26_Rarity_Happy Singing___Right..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_35_26_Rarity_Happy Singing___Right..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_310_mic1.flac|p225|What are they for?
D:\MEGASyncDownloads\Master file 2\Songs\04_11_41_Flash Sentry_Happy Singing__To watch you soar so high makes my heart sing..flac|Flash Sentry|D:\MEGASyncDownloads\Master file 2\Songs\04_11_41_Flash Sentry_Happy Singing__To watch you soar so high makes my heart sing.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_00_29_Sunset Shimmer_Happy Singing___Rain..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_00_29_Sunset Shimmer_Happy Singing___Rain..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_20_57_Sunset Shimmer_Happy Singing___Know it gets better, know it gets better, know it gets bet- Oh, sorry..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_20_57_Sunset Shimmer_Happy Singing___Know it gets better, know it gets better, know it gets bet- Oh, sorry..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_22_14_Pinkie_Rap Singing___Oh!.flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_22_14_Pinkie_Rap Singing___Oh!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_065_mic1.flac|p225|There is no pressure on us.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_309_mic1.flac|p299|I thought he was part of the camera.
D:\MEGASyncDownloads\Master file 2\Songs\04_03_17_Rainbow_Happy Singing__I feel abso-absolutely #amazing#..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\04_03_17_Rainbow_Happy Singing__I feel abso-absolutely #amazing#.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_267_mic1.flac|p226|George W Bush, the US president, condemned the attacks.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_297_mic1.flac|p300|There is bound to be a formal complaint.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_07_49_Applejack_Happy Singing___A job well done by..flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_07_49_Applejack_Happy Singing___A job well done by..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_06_45_Flash Sentry_Happy Singing___Magnificent and strong!.flac|Flash Sentry|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_06_45_Flash Sentry_Happy Singing___Magnificent and strong!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_150_mic1.flac|p225|But he stressed that the partnership is not a construction company.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_065_mic1.flac|p234|Indeed, it is only the beginning.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_223_mic1.flac|p299|Mrs Anderson said this one was different.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_12_40_Flash Sentry_Happy Singing___Yeah..flac|Flash Sentry|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_12_40_Flash Sentry_Happy Singing___Yeah..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_27_08_Rainbow_Happy Singing___I'm running, running wild!.flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_27_08_Rainbow_Happy Singing___I'm running, running wild!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_01_24_Applejack_Happy Singing___So get to work and get it done before the getting going gets good!.flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_01_24_Applejack_Happy Singing___So get to work and get it done before the getting going gets good!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_226_mic1.flac|p299|Bill is a mentor.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_257_mic1.flac|p225|My son was too young to die.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_22_09_Sunset Shimmer_Happy Singing___There's sun behind those gray clouds, you know..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_22_09_Sunset Shimmer_Happy Singing___There's sun behind those gray clouds, you know..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_080_mic1.flac|p234|On the night, it was not enough.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_42_52_Rarity_Happy Singing___Put our hands together!.flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_42_52_Rarity_Happy Singing___Put our hands together!.txt
D:\MEGASyncDownloads\Master file 2\Songs\02_57_45_Pinkie_Happy Singing__You are the #funnel# cake at my fair..flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\02_57_45_Pinkie_Happy Singing__You are the #funnel# cake at my fair.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_23_00_Rainbow_Happy Singing___Watch me, yeah, yeah! I'm running!.flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_23_00_Rainbow_Happy Singing___Watch me, yeah, yeah! I'm running!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_35_17_Rainbow_Rap Singing___And you'll see how far you get!.flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_35_17_Rainbow_Rap Singing___And you'll see how far you get!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Broadcast Stems\Fit Right In\00_00_55_Rarity_Happy Singing___Here's what we'll do, a hornicure and a defrizz..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Broadcast Stems\Fit Right In\00_00_55_Rarity_Happy Singing___Here's what we'll do, a hornicure and a defrizz..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_28_37_Rainbow_Happy Singing___Watch me, yeah, yeah, I'm running..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_28_37_Rainbow_Happy Singing___Watch me, yeah, yeah, I'm running..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_359_mic1.flac|p300|It's a logical consequence of the Formula.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_20_27_Pinkie_Happy Singing___Show!.flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_20_27_Pinkie_Happy Singing___Show!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_46_54_Sunset Shimmer_Happy Singing___Time to get the show on the road..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_46_54_Sunset Shimmer_Happy Singing___Time to get the show on the road..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_299_mic1.flac|p299|Last month he made his debut in Japan.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_12_15_Rainbow_Happy Singing___I choose my path, I choose my dreams..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_12_15_Rainbow_Happy Singing___I choose my path, I choose my dreams..txt
D:\MEGASyncDownloads\Master file 2\Songs\00_15_02_Pinkie_Happy Singing__But the one thing it was missing was a pony named Pinkie..flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\00_15_02_Pinkie_Happy Singing__But the one thing it was missing was a pony named Pinkie.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_105_mic1.flac|p234|He has become a monster.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_10_09_Flash Sentry_Happy Singing___I live to cheer you on..flac|Flash Sentry|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_10_09_Flash Sentry_Happy Singing___I live to cheer you on..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_326_mic1.flac|p299|Lambert will be playing against Belgium.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Broadcast Stems\Fit Right In\00_01_08_Rarity_Happy Singing___Too blue!.flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Broadcast Stems\Fit Right In\00_01_08_Rarity_Happy Singing___Too blue!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_040_mic1.flac|p225|You'd better believe it.
D:\MEGASyncDownloads\Master file 2\Songs\01_48_13_Rainbow_Happy Singing_Noisy_She'll need this and those Posters of all my heroes..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\01_48_13_Rainbow_Happy Singing_Noisy_She'll need this and those Posters of all my heroes.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_12_19_Applejack_Happy Singing___Fun to share!.flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_12_19_Applejack_Happy Singing___Fun to share!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_237_mic1.flac|p234|But we are not immune to the problem.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_100_mic1.flac|p226|They were under a lot of pressure from the other clubs.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_285_mic1.flac|p226|It was a virus.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_329_mic1.flac|p234|The family is not interested in the value of the house.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_354_mic1.flac|p300|You can leave him, knowing the job will be done.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_21_43_Sunset Shimmer_Happy Singing___It's okay..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_21_43_Sunset Shimmer_Happy Singing___It's okay..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_318_mic1.flac|p300|Too often it is not.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_288_mic1.flac|p299|It was a miserable afternoon in Fife.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_205_mic1.flac|p299|The actors are confident and polished.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_269_mic1.flac|p226|They are never here.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\I'm On A Yacht\00_00_55_Applejack_Happy Singing_Noisy__When we're chillin' with friends..flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\I'm On A Yacht\00_00_55_Applejack_Happy Singing_Noisy__When we're chillin' with friends..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_14_54_Rainbow_Happy Singing___I feel abso-absolutely amazing..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_14_54_Rainbow_Happy Singing___I feel abso-absolutely amazing..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_213_mic1.flac|p300|It is like being a qualifier again.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_317_mic1.flac|p226|It's about my time as a guitarist.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_114_mic1.flac|p299|I hadn't seen them in eight years.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_316_mic1.flac|p225|It is beyond the government to deal with this tragedy.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_325_mic1.flac|p225|The court was shown a video of the house on that day.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_334_mic1.flac|p225|Plans to celebrate the Queen's Golden Jubilee will proceed.
D:\MEGASyncDownloads\Master file 2\Songs\02_56_34_Pinkie_Happy Singing__But morning still comes, And with it it brings..flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\02_56_34_Pinkie_Happy Singing__But morning still comes, And with it it brings.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_284_mic1.flac|p226|Russian officials have not determined the cause of the accident.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Broadcast Stems\Fit Right In\00_01_47_Rarity_Happy Singing___Fit right in..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Broadcast Stems\Fit Right In\00_01_47_Rarity_Happy Singing___Fit right in..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_41_33_Rarity_Happy Singing___Build up steam..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_41_33_Rarity_Happy Singing___Build up steam..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_342_mic1.flac|p299|The urgency is real.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_081_mic1.flac|p299|You can't keep them separate.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_21_42_Rainbow_Happy Singing___Gonna break free, yeah, I'm running..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_21_42_Rainbow_Happy Singing___Gonna break free, yeah, I'm running..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_074_mic1.flac|p234|We were under a bit of pressure.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_00_46_Applejack_Happy Singing___Cause it's all all all.flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_00_46_Applejack_Happy Singing___Cause it's all all all.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_134_mic1.flac|p300|There is still much work to be done.
D:\MEGASyncDownloads\Master file 2\Songs\00_30_46_Pinkie_Happy Singing_Noisy_yes it always makes my #day#..flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\00_30_46_Pinkie_Happy Singing_Noisy_yes it always makes my #day#.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_25_32_Applejack_Happy___Yee-haw!.flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_25_32_Applejack_Happy___Yee-haw!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_47_32_Sunset Shimmer_Happy Singing___Bright as the sun!.flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_47_32_Sunset Shimmer_Happy Singing___Bright as the sun!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_079_mic1.flac|p226|Neither it is.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_05_03_Sunset Shimmer_Happy Singing___Sometimes..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_05_03_Sunset Shimmer_Happy Singing___Sometimes..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_12_31_Flash Sentry_Happy Singing___Oh yeah!.flac|Flash Sentry|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_12_31_Flash Sentry_Happy Singing___Oh yeah!.txt
D:\MEGASyncDownloads\Master file 2\Songs\01_38_30_Rainbow_Happy Singing_Noisy_Awesome as I wanna be..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\01_38_30_Rainbow_Happy Singing_Noisy_Awesome as I wanna be.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_381_mic1.flac|p299|I'm getting back up there now.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_21_47_Rarity_Happy Singing___I feel abso-absolutely amazing..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_21_47_Rarity_Happy Singing___I feel abso-absolutely amazing..txt
D:\MEGASyncDownloads\Master file 2\Songs\04_03_26_Sunset Shimmer_Rap Singing__Hey hey Check our new ride The wind is blowin' and we're feelin' real fly..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\04_03_26_Sunset Shimmer_Rap Singing__Hey hey Check our new ride The wind is blowin' and we're feelin' real fly.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_148_mic1.flac|p226|Three penalties were given.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_309_mic1.flac|p226|In performance, that quality can prove to be a challenge.
D:\MEGASyncDownloads\Master file 2\Songs\01_14_05_Pinkie_Happy Singing__For today's another day that all of Ponyville will say..flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\01_14_05_Pinkie_Happy Singing__For today's another day that all of Ponyville will say.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_191_mic1.flac|p225|People will ask about us.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_26_33_Rarity_Happy Singing___All, all, all, all good..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_26_33_Rarity_Happy Singing___All, all, all, all good..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_13_40_Rainbow_Happy Singing___Cause it's all, all, all, all good!.flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_13_40_Rainbow_Happy Singing___Cause it's all, all, all, all good!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_17_37_Rainbow_Happy Singing___Throw your hands up higher..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_17_37_Rainbow_Happy Singing___Throw your hands up higher..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_001_mic1.flac|p300|Please call Stella.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_05_49_Sunset Shimmer_Happy Singing___It's alright..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_05_49_Sunset Shimmer_Happy Singing___It's alright..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_045_mic1.flac|p225|People were determined to change the Government in the last election.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_040_mic1.flac|p226|It was clear.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_119_mic1.flac|p226|Among them was Gary Robertson from Dundee.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_33_31_Sunset Shimmer_Happy Singing___Cause it's all, all, all, all good..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_33_31_Sunset Shimmer_Happy Singing___Cause it's all, all, all, all good..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_00_46_Applejack_Happy Singing___Early bird gets the worm!.flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_00_46_Applejack_Happy Singing___Early bird gets the worm!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_16_36_Rainbow_Happy Singing___Throw your hands up higher, turn up the amplifier..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_16_36_Rainbow_Happy Singing___Throw your hands up higher, turn up the amplifier..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_083_mic1.flac|p234|They were badly prepared for it.
D:\MEGASyncDownloads\Master file 2\Songs\03_59_46_Pinkie_Confused__What's so funny_.flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\03_59_46_Pinkie_Confused__What's so funny_.txt
D:\MEGASyncDownloads\Master file 2\Songs\01_14_02_Pinkie_Happy Singing__If I'm really gonna make this party #fly#..flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\01_14_02_Pinkie_Happy Singing__If I'm really gonna make this party #fly#.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_36_55_Rarity_Happy Singing___A number one team!.flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_36_55_Rarity_Happy Singing___A number one team!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_20_07_Sunset Shimmer_Happy Singing___Feel the way that you do, too..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_20_07_Sunset Shimmer_Happy Singing___Feel the way that you do, too..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_20_20_Pinkie_Happy Singing___Dreams!.flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_20_20_Pinkie_Happy Singing___Dreams!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_30_57_Rarity_Happy Singing___Throw your hands up higher, turn up the amplifier, watch me I'm on fire, fire!.flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_30_57_Rarity_Happy Singing___Throw your hands up higher, turn up the amplifier, watch me I'm on fire, fire!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_07_33_Applejack_Happy Singing___My friends along!.flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_07_33_Applejack_Happy Singing___My friends along!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_19_31_Rainbow_Happy Singing___I let go in this moment..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_19_31_Rainbow_Happy Singing___I let go in this moment..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_161_mic1.flac|p226|These days are long gone.
D:\MEGASyncDownloads\Master file 2\Songs\03_24_54_Applejack_Happy Singing__The early bird gets the #worm#, The sunrise makes me squirm..flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\03_24_54_Applejack_Happy Singing__The early bird gets the #worm#, The sunrise makes me squirm.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_236_mic1.flac|p225|That will be the criteria for the future.
